,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Establishment_Year
6562,16.7,Low Fat,0.07044068,Dairy,216.885,Medium,Tier 3,Supermarket Type2,2009
6563,13.1,Low Fat,0.006087409,Frozen Foods,185.0898,Medium,Tier 3,Supermarket Type2,2009
6564,14.85,Regular,0.035456465,Fruits and Vegetables,162.2578,Medium,Tier 2,Supermarket Type1,2007
6565,12.857645184135976,Low Fat,0.142107998,Fruits and Vegetables,150.3734,Small,Tier 1,Grocery Store,1985
6566,13.0,Regular,0.030064132,Canned,58.022,High,Tier 3,Supermarket Type1,1987
6567,12.1,Low Fat,0.029781363,Soft Drinks,146.9444,Small,Tier 1,Supermarket Type1,1997
6568,11.3,Low Fat,0.056387854,Baking Goods,245.4118,High,Tier 3,Supermarket Type1,1987
6569,10.0,Low Fat,0.038653608,Fruits and Vegetables,245.4144,High,Tier 3,Supermarket Type1,1987
6570,20.6,Low Fat,0.083172413,Baking Goods,121.0756,Medium,Tier 2,Supermarket Type1,2002
6571,11.5,Regular,0.020565921,Dairy,86.054,Small,Tier 2,Supermarket Type1,2004
6572,11.8,Low Fat,0.008609602,Health and Hygiene,114.8492,Medium,Tier 2,Supermarket Type1,2007
6573,8.895,Low Fat,0.121180705,Breakfast,177.037,Medium,Tier 3,Grocery Store,1998
6574,9.3,Low Fat,0.174703862,Snack Foods,104.0964,Medium,Tier 2,Supermarket Type1,2002
6575,12.857645184135976,Regular,0.127800388,Frozen Foods,177.037,Medium,Tier 3,Supermarket Type3,1985
6576,19.1,Low Fat,0.296713665,Household,171.8422,Medium,Tier 3,Grocery Store,1998
6577,17.85,Low Fat,0.018125948,Health and Hygiene,94.9094,Medium,Tier 2,Supermarket Type1,2007
6578,6.445,Low Fat,0.029859711,Baking Goods,94.1436,Medium,Tier 2,Supermarket Type1,2007
6579,12.65,Low Fat,0.116203156,Meat,53.5324,Medium,Tier 3,Grocery Store,1998
6580,13.15,Low Fat,0.09264951,Household,157.8604,Small,Tier 2,Supermarket Type1,2004
6581,12.857645184135976,Low Fat,0.081197035,Breads,121.7414,Small,Tier 1,Grocery Store,1985
6582,15.0,Low Fat,0.049070183,Soft Drinks,61.9168,Small,Tier 2,Supermarket Type1,2004
6583,11.65,Low Fat,0.131394793,Baking Goods,151.9024,High,Tier 3,Supermarket Type1,1987
6584,20.1,Regular,0.0,Frozen Foods,152.2366,Medium,Tier 3,Grocery Store,1998
6585,17.35,Low Fat,0.0,Baking Goods,102.9016,Small,Tier 1,Supermarket Type1,1997
6586,18.1,Low Fat,0.022526293,Fruits and Vegetables,95.0094,Medium,Tier 2,Supermarket Type1,2007
6587,8.5,Low Fat,0.163838951,Canned,51.3324,Medium,Tier 3,Grocery Store,1998
6588,14.1,Low Fat,0.11349714,Baking Goods,56.1956,Medium,Tier 2,Supermarket Type1,2002
6589,11.8,Regular,0.094185483,Snack Foods,126.2704,Medium,Tier 2,Supermarket Type1,2007
6590,6.035,Low Fat,0.14113846,Snack Foods,155.0998,High,Tier 3,Supermarket Type1,1987
6591,12.857645184135976,Low Fat,0.164006137,Snack Foods,113.2834,Small,Tier 1,Grocery Store,1985
6592,12.5,Low Fat,0.17314115,Household,168.4448,Medium,Tier 3,Grocery Store,1998
6593,20.85,Low Fat,0.039555016,Meat,116.8808,Small,Tier 2,Supermarket Type1,2004
6594,14.0,Regular,0.037580877,Frozen Foods,162.6526,Medium,Tier 1,Supermarket Type1,1999
6595,17.25,Low Fat,0.035064318,Dairy,92.412,Small,Tier 1,Supermarket Type1,1997
6596,11.5,Low Fat,0.017678008,Health and Hygiene,129.2626,Medium,Tier 2,Supermarket Type1,2002
6597,6.675,Low Fat,0.041986639,Snack Foods,93.2462,Medium,Tier 1,Supermarket Type1,1999
6598,5.8,Low Fat,0.130955811,Dairy,90.3172,Small,Tier 1,Supermarket Type1,1997
6599,8.895,Low Fat,0.026492726,Frozen Foods,208.4954,Medium,Tier 2,Supermarket Type1,2007
6600,7.67,Low Fat,0.185130961,Household,32.9216,Medium,Tier 1,Supermarket Type1,1999
6601,10.895,Low Fat,0.026934673,Frozen Foods,106.128,Medium,Tier 2,Supermarket Type1,2002
6602,8.21,Low Fat,0.0,Hard Drinks,148.2392,Medium,Tier 2,Supermarket Type1,2002
6603,8.575,Low Fat,0.023866079,Soft Drinks,107.128,High,Tier 3,Supermarket Type1,1987
6604,7.75,Low Fat,0.043414959,Baking Goods,93.1436,Medium,Tier 3,Supermarket Type2,2009
6605,12.857645184135976,Low Fat,0.030554947,Hard Drinks,41.877,Medium,Tier 3,Supermarket Type3,1985
6606,12.857645184135976,Low Fat,0.023463124,Soft Drinks,190.6846,Medium,Tier 3,Supermarket Type3,1985
6607,12.35,Regular,0.033951827,Meat,197.2426,Medium,Tier 2,Supermarket Type1,2007
6608,17.7,Low Fat,0.174228338,Fruits and Vegetables,117.1834,High,Tier 3,Supermarket Type1,1987
6609,8.52,Low Fat,0.027169589,Soft Drinks,151.0682,Medium,Tier 3,Supermarket Type2,2009
6610,18.2,Low Fat,0.1630653,Health and Hygiene,43.3086,Small,Tier 2,Supermarket Type1,2004
6611,12.857645184135976,Low Fat,0.058444176,Soft Drinks,73.0696,Small,Tier 1,Grocery Store,1985
6612,16.0,Low Fat,0.057049301,Dairy,225.9404,Small,Tier 2,Supermarket Type1,2004
6613,8.63,Regular,0.032960823,Snack Foods,115.0518,Medium,Tier 1,Supermarket Type1,1999
6614,10.8,Regular,0.0,Baking Goods,40.7138,Medium,Tier 2,Supermarket Type1,2007
6615,18.75,Low Fat,0.053025371,Snack Foods,192.5504,Medium,Tier 3,Supermarket Type2,2009
6616,5.78,Low Fat,0.096306016,Breads,161.9552,High,Tier 3,Supermarket Type1,1987
6617,13.8,Regular,0.014762987,Canned,90.7172,Medium,Tier 2,Supermarket Type1,2002
6618,17.75,Regular,0.067446626,Baking Goods,184.724,High,Tier 3,Supermarket Type1,1987
6619,11.5,Regular,0.042173667,Frozen Foods,194.682,Medium,Tier 3,Supermarket Type2,2009
6620,11.8,Low Fat,0.008578539,Health and Hygiene,117.6492,Medium,Tier 2,Supermarket Type1,2002
6621,15.1,Low Fat,0.056155909,Household,140.5496,Medium,Tier 2,Supermarket Type1,2007
6622,12.857645184135976,Low Fat,0.305305397,Fruits and Vegetables,116.6834,Small,Tier 1,Grocery Store,1985
6623,8.85,Regular,0.112571187,Soft Drinks,122.0388,High,Tier 3,Supermarket Type1,1987
6624,12.6,Low Fat,0.083221904,Household,174.5054,Medium,Tier 2,Supermarket Type1,2007
6625,13.8,Regular,0.064195136,Fruits and Vegetables,75.8012,Small,Tier 2,Supermarket Type1,2004
6626,6.115,Regular,0.007055292,Soft Drinks,188.653,Medium,Tier 1,Supermarket Type1,1999
6627,17.25,Low Fat,0.070703828,Dairy,170.3764,Medium,Tier 3,Grocery Store,1998
6628,12.857645184135976,Low Fat,0.102941345,Snack Foods,142.047,Medium,Tier 3,Supermarket Type3,1985
6629,6.26,Regular,0.009887927,Meat,150.7366,Medium,Tier 2,Supermarket Type1,2002
6630,13.5,Low Fat,0.101231721,Baking Goods,86.254,Medium,Tier 3,Grocery Store,1998
6631,19.6,Low Fat,0.069112952,Household,90.1514,Medium,Tier 3,Grocery Store,1998
6632,12.857645184135976,Regular,0.138846289,Canned,263.7884,Medium,Tier 3,Supermarket Type3,1985
6633,11.5,Low Fat,0.171050595,Snack Foods,126.3704,Small,Tier 2,Supermarket Type1,2004
6634,14.65,Low Fat,0.0,Hard Drinks,54.9614,Medium,Tier 1,Supermarket Type1,1999
6635,8.89,Low Fat,0.005496816,Frozen Foods,102.8016,Medium,Tier 3,Supermarket Type2,2009
6636,8.02,Low Fat,0.033259081,Household,154.2972,Medium,Tier 3,Grocery Store,1998
6637,18.7,Regular,0.092095924,Meat,183.3292,Medium,Tier 2,Supermarket Type1,2007
6638,7.405,Low Fat,0.015295536,Canned,89.7146,Medium,Tier 1,Supermarket Type1,1999
6639,5.98,Low Fat,0.043526599,Fruits and Vegetables,148.4418,High,Tier 3,Supermarket Type1,1987
6640,12.857645184135976,Regular,0.049435598,Meat,209.7586,Medium,Tier 3,Supermarket Type3,1985
6641,12.857645184135976,Low Fat,0.027610698,Snack Foods,149.5366,Small,Tier 1,Grocery Store,1985
6642,15.2,Low Fat,0.012141036,Health and Hygiene,48.7034,Medium,Tier 2,Supermarket Type1,2002
6643,12.1,Low Fat,0.029949818,Soft Drinks,146.3444,Medium,Tier 2,Supermarket Type1,2007
6644,12.857645184135976,Low Fat,0.053939315,Snack Foods,52.1008,Small,Tier 1,Grocery Store,1985
6645,9.285,Regular,0.0,Snack Foods,161.5578,Small,Tier 1,Supermarket Type1,1997
6646,12.857645184135976,Regular,0.073541072,Frozen Foods,192.282,Small,Tier 1,Grocery Store,1985
6647,8.155,Low Fat,0.199935881,Meat,188.453,Medium,Tier 3,Grocery Store,1998
6648,9.3,Low Fat,0.043033346,Fruits and Vegetables,89.4172,Medium,Tier 1,Supermarket Type1,1999
6649,13.85,Low Fat,0.034570357,Hard Drinks,117.4492,Small,Tier 1,Supermarket Type1,1997
6650,16.7,Regular,0.054739692,Starchy Foods,65.7168,Medium,Tier 2,Supermarket Type1,2002
6651,11.15,Regular,0.105471384,Baking Goods,105.8648,Medium,Tier 1,Supermarket Type1,1999
6652,16.7,Regular,0.042610897,Dairy,117.2782,Small,Tier 2,Supermarket Type1,2004
6653,17.0,Low Fat,0.126758324,Household,124.5362,Medium,Tier 3,Supermarket Type2,2009
6654,7.365,Low Fat,0.042524835,Fruits and Vegetables,228.372,High,Tier 3,Supermarket Type1,1987
6655,16.5,Low Fat,0.073813788,Canned,207.2638,Small,Tier 2,Supermarket Type1,2004
6656,13.8,Low Fat,0.097251621,Dairy,245.7802,Medium,Tier 3,Grocery Store,1998
6657,12.857645184135976,Low Fat,0.014008751,Dairy,171.3422,Small,Tier 1,Grocery Store,1985
6658,18.7,Low Fat,0.02442574,Soft Drinks,52.9324,Medium,Tier 3,Grocery Store,1998
6659,7.905,Low Fat,0.010012319,Snack Foods,250.4408,Small,Tier 1,Supermarket Type1,1997
6660,13.65,Regular,0.184454044,Canned,211.4902,Medium,Tier 1,Supermarket Type1,1999
6661,17.6,Low Fat,0.105042025,Snack Foods,163.8868,Medium,Tier 1,Supermarket Type1,1999
6662,15.5,Low Fat,0.053589594,Soft Drinks,44.177,Medium,Tier 3,Supermarket Type2,2009
6663,17.25,Regular,0.125734578,Breakfast,41.748,Medium,Tier 3,Supermarket Type2,2009
6664,6.89,Regular,0.136705075,Snack Foods,194.882,Medium,Tier 2,Supermarket Type1,2002
6665,7.81,Regular,0.03412912,Snack Foods,165.1158,Medium,Tier 3,Supermarket Type2,2009
6666,20.2,Low Fat,0.100319317,Household,188.6898,Medium,Tier 3,Supermarket Type2,2009
6667,12.857645184135976,Low Fat,0.033737273,Soft Drinks,56.6614,Medium,Tier 3,Supermarket Type3,1985
6668,10.3,Regular,0.030569229,Fruits and Vegetables,113.1176,Small,Tier 1,Supermarket Type1,1997
6669,4.635,Low Fat,0.14086247,Breads,126.4994,Small,Tier 2,Supermarket Type1,2004
6670,6.465,Low Fat,0.208397715,Canned,265.2884,Medium,Tier 3,Grocery Store,1998
6671,12.857645184135976,Low Fat,0.039751236,Dairy,176.9028,Small,Tier 1,Grocery Store,1985
6672,6.61,Regular,0.0,Snack Foods,186.4898,Medium,Tier 2,Supermarket Type1,2002
6673,12.857645184135976,Regular,0.127416049,Snack Foods,167.4816,Medium,Tier 3,Supermarket Type3,1985
6674,9.1,Low Fat,0.291438755,Baking Goods,126.8362,Medium,Tier 3,Grocery Store,1998
6675,5.15,Regular,0.06112617,Meat,122.5388,High,Tier 3,Supermarket Type1,1987
6676,12.857645184135976,Regular,0.056328717,Snack Foods,63.9168,Medium,Tier 3,Supermarket Type3,1985
6677,18.0,Low Fat,0.03901099,Snack Foods,147.7418,Small,Tier 1,Supermarket Type1,1997
6678,10.1,Low Fat,0.093862362,Household,115.9492,Medium,Tier 3,Grocery Store,1998
6679,12.857645184135976,Low Fat,0.015485016,Fruits and Vegetables,185.6266,Medium,Tier 3,Supermarket Type3,1985
6680,12.857645184135976,Regular,0.033276066,Meat,153.8314,Medium,Tier 3,Supermarket Type3,1985
6681,8.21,Low Fat,0.010781158,Hard Drinks,149.9392,Medium,Tier 1,Supermarket Type1,1999
6682,7.81,Low Fat,0.067730081,Soft Drinks,242.6486,Medium,Tier 3,Supermarket Type2,2009
6683,12.15,Low Fat,0.018410515,Frozen Foods,252.1698,Small,Tier 1,Supermarket Type1,1997
6684,19.35,Regular,0.083079826,Fruits and Vegetables,80.3644,Medium,Tier 3,Grocery Store,1998
6685,15.6,Regular,0.176244038,Snack Foods,173.6764,Medium,Tier 3,Grocery Store,1998
6686,7.365,Low Fat,0.160216552,Snack Foods,93.512,Medium,Tier 1,Supermarket Type1,1999
6687,9.5,Regular,0.048676324,Starchy Foods,187.7898,Small,Tier 2,Supermarket Type1,2004
6688,12.857645184135976,Low Fat,0.070103425,Hard Drinks,179.4344,Medium,Tier 3,Supermarket Type3,1985
6689,5.73,Low Fat,0.045556681,Soft Drinks,85.3882,Medium,Tier 3,Supermarket Type2,2009
6690,15.1,Low Fat,0.076193763,Baking Goods,89.783,Medium,Tier 1,Supermarket Type1,1999
6691,6.765,Regular,0.087187488,Frozen Foods,105.5306,High,Tier 3,Supermarket Type1,1987
6692,14.85,Regular,0.035311852,Fruits and Vegetables,160.9578,Medium,Tier 1,Supermarket Type1,1999
6693,6.11,Regular,0.103080901,Fruits and Vegetables,131.2968,Medium,Tier 1,Supermarket Type1,1999
6694,20.1,Low Fat,0.075049323,Dairy,110.4228,Medium,Tier 2,Supermarket Type1,2007
6695,5.73,Low Fat,0.045463871,Soft Drinks,85.2882,Medium,Tier 2,Supermarket Type1,2002
6696,12.857645184135976,Low Fat,0.015944801,Dairy,249.5092,Medium,Tier 3,Supermarket Type3,1985
6697,6.785,Regular,0.022974812,Snack Foods,208.7928,Small,Tier 1,Supermarket Type1,1997
6698,8.645,Low Fat,0.021629781,Canned,51.9982,Medium,Tier 2,Supermarket Type1,2002
6699,12.857645184135976,Low Fat,0.032516546,Canned,188.8214,Small,Tier 1,Grocery Store,1985
6700,15.6,Low Fat,0.081036436,Baking Goods,112.3544,High,Tier 3,Supermarket Type1,1987
6701,7.76,Low Fat,0.059472609,Snack Foods,98.77,Medium,Tier 2,Supermarket Type1,2002
6702,9.195,Regular,0.047081398,Frozen Foods,51.1666,High,Tier 3,Supermarket Type1,1987
6703,9.8,Low Fat,0.047260402,Baking Goods,102.8016,Medium,Tier 1,Supermarket Type1,1999
6704,18.25,Low Fat,0.148673586,Frozen Foods,197.2452,Medium,Tier 3,Grocery Store,1998
6705,21.25,Low Fat,0.156012631,Snack Foods,177.337,Medium,Tier 3,Supermarket Type2,2009
6706,7.235,Low Fat,0.077011493,Household,117.3492,Medium,Tier 2,Supermarket Type1,2002
6707,20.25,Regular,0.07614605,Dairy,197.0794,Small,Tier 2,Supermarket Type1,2004
6708,12.857645184135976,Low Fat,0.135836915,Canned,93.8094,Medium,Tier 3,Supermarket Type3,1985
6709,12.857645184135976,Low Fat,0.030062224,Health and Hygiene,154.3656,Medium,Tier 3,Supermarket Type3,1985
6710,18.0,Low Fat,0.008575615,Baking Goods,80.2618,Medium,Tier 3,Supermarket Type2,2009
6711,7.02,Low Fat,0.081096635,Fruits and Vegetables,148.4734,High,Tier 3,Supermarket Type1,1987
6712,15.1,Regular,0.100060762,Fruits and Vegetables,144.0786,Medium,Tier 2,Supermarket Type1,2002
6713,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,Small,Tier 2,Supermarket Type1,2004
6714,21.2,Regular,0.007069662,Starchy Foods,175.7738,Medium,Tier 3,Supermarket Type2,2009
6715,16.6,Low Fat,0.046161923,Household,176.6344,Medium,Tier 3,Grocery Store,1998
6716,12.15,Low Fat,0.079592733,Health and Hygiene,37.3506,Medium,Tier 2,Supermarket Type1,2002
6717,16.25,Low Fat,0.025776994,Fruits and Vegetables,169.9474,Medium,Tier 1,Supermarket Type1,1999
6718,11.5,Low Fat,0.020960615,Health and Hygiene,133.2942,High,Tier 3,Supermarket Type1,1987
6719,12.857645184135976,Low Fat,0.0,Soft Drinks,87.3882,Medium,Tier 3,Supermarket Type3,1985
6720,13.15,Low Fat,0.020715913,Breads,83.5566,Small,Tier 1,Supermarket Type1,1997
6721,5.465,Regular,0.048801674,Baking Goods,132.1626,Medium,Tier 2,Supermarket Type1,2007
6722,14.15,Low Fat,0.0,Canned,253.7014,Medium,Tier 2,Supermarket Type1,2002
6723,12.8,Low Fat,0.069605676,Starchy Foods,261.9252,Small,Tier 2,Supermarket Type1,2004
6724,8.655,Regular,0.088373591,Snack Foods,119.3756,Medium,Tier 2,Supermarket Type1,2002
6725,12.857645184135976,Regular,0.035853059,Frozen Foods,176.8712,Medium,Tier 3,Supermarket Type3,1985
6726,9.3,Regular,0.01404119,Snack Foods,199.1084,Medium,Tier 1,Supermarket Type1,1999
6727,20.6,Low Fat,0.083473583,Baking Goods,120.8756,Medium,Tier 2,Supermarket Type1,2007
6728,12.857645184135976,Regular,0.076434542,Fruits and Vegetables,155.8946,Small,Tier 1,Grocery Store,1985
6729,19.7,Regular,0.08073703,Baking Goods,197.011,Small,Tier 1,Supermarket Type1,1997
6730,14.5,Regular,0.0,Fruits and Vegetables,169.6448,Small,Tier 2,Supermarket Type1,2004
6731,10.0,Low Fat,0.089152528,Health and Hygiene,147.7102,Small,Tier 1,Supermarket Type1,1997
6732,7.945,Low Fat,0.015863075,Snack Foods,161.821,High,Tier 3,Supermarket Type1,1987
6733,20.35,Regular,0.151308326,Meat,81.7276,Medium,Tier 1,Supermarket Type1,1999
6734,15.85,Regular,0.121609722,Baking Goods,60.222,Small,Tier 2,Supermarket Type1,2004
6735,16.85,Regular,0.023135131,Snack Foods,44.8428,High,Tier 3,Supermarket Type1,1987
6736,11.5,Low Fat,0.017714096,Health and Hygiene,132.9626,Medium,Tier 3,Supermarket Type2,2009
6737,11.1,Low Fat,0.0,Baking Goods,156.4604,Medium,Tier 1,Supermarket Type1,1999
6738,6.635,Low Fat,0.027069402,Household,174.9396,Small,Tier 1,Supermarket Type1,1997
6739,7.81,Regular,0.055226755,Canned,123.1046,Small,Tier 1,Supermarket Type1,1997
6740,9.395,Low Fat,0.040124625,Others,85.1908,Medium,Tier 3,Supermarket Type2,2009
6741,7.0,Low Fat,0.151376958,Canned,108.228,Small,Tier 2,Supermarket Type1,2004
6742,6.71,Low Fat,0.03558013,Breads,217.5166,Small,Tier 2,Supermarket Type1,2004
6743,15.75,Low Fat,0.166513779,Dairy,38.0506,Medium,Tier 3,Supermarket Type2,2009
6744,19.85,Low Fat,0.06478563,Health and Hygiene,123.7704,Medium,Tier 2,Supermarket Type1,2007
6745,9.5,Low Fat,0.085223447,Hard Drinks,189.2872,Medium,Tier 1,Supermarket Type1,1999
6746,15.6,Low Fat,0.143915417,Breakfast,127.5994,Medium,Tier 2,Supermarket Type1,2007
6747,12.857645184135976,Low Fat,0.132275338,Baking Goods,123.8388,Small,Tier 1,Grocery Store,1985
6748,13.35,Regular,0.149338159,Snack Foods,178.666,Small,Tier 2,Supermarket Type1,2004
6749,11.1,Low Fat,0.044823438,Snack Foods,174.2054,Small,Tier 1,Supermarket Type1,1997
6750,15.0,Regular,0.02681843,Baking Goods,219.7456,High,Tier 3,Supermarket Type1,1987
6751,14.8,Regular,0.04407225,Breads,109.057,Medium,Tier 3,Supermarket Type2,2009
6752,19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,Small,Tier 1,Supermarket Type1,1997
6753,6.825,Low Fat,0.059835659,Health and Hygiene,264.3226,Small,Tier 2,Supermarket Type1,2004
6754,12.857645184135976,Low Fat,0.13027716,Household,228.001,Small,Tier 1,Grocery Store,1985
6755,17.35,Regular,0.027653795,Canned,88.0856,Medium,Tier 1,Supermarket Type1,1999
6756,9.8,Low Fat,0.04714777,Baking Goods,102.4016,High,Tier 3,Supermarket Type1,1987
6757,19.35,Regular,0.062882112,Baking Goods,164.1184,Medium,Tier 2,Supermarket Type1,2007
6758,18.6,Low Fat,0.152294691,Breakfast,98.9358,Medium,Tier 1,Supermarket Type1,1999
6759,7.27,Low Fat,0.071064499,Soft Drinks,114.4518,Small,Tier 2,Supermarket Type1,2004
6760,12.6,Regular,0.041726942,Fruits and Vegetables,122.0072,Medium,Tier 3,Supermarket Type2,2009
6761,12.857645184135976,Low Fat,0.055121892,Dairy,196.7768,Medium,Tier 3,Supermarket Type3,1985
6762,12.65,Low Fat,0.042211119,Household,108.6938,Small,Tier 1,Supermarket Type1,1997
6763,12.857645184135976,Regular,0.132500853,Canned,220.3798,Medium,Tier 3,Supermarket Type3,1985
6764,17.5,Low Fat,0.015557426,Fruits and Vegetables,184.7266,Small,Tier 2,Supermarket Type1,2004
6765,8.06,Low Fat,0.021409913,Breakfast,229.7326,Medium,Tier 1,Supermarket Type1,1999
6766,12.1,Low Fat,0.015497337,Household,165.5526,Medium,Tier 3,Supermarket Type2,2009
6767,12.857645184135976,Low Fat,0.065612808,Household,62.351,Medium,Tier 3,Supermarket Type3,1985
6768,17.2,Regular,0.012030747,Canned,166.6184,Medium,Tier 1,Supermarket Type1,1999
6769,12.857645184135976,Low Fat,0.075603699,Snack Foods,215.1218,Medium,Tier 3,Supermarket Type3,1985
6770,5.94,Regular,0.029372367,Breads,186.7556,Small,Tier 1,Supermarket Type1,1997
6771,16.7,Low Fat,0.070096518,Dairy,217.885,High,Tier 3,Supermarket Type1,1987
6772,7.39,Low Fat,0.120258245,Others,141.547,Small,Tier 2,Supermarket Type1,2004
6773,20.7,Regular,0.079281476,Baking Goods,100.1042,Small,Tier 2,Supermarket Type1,2004
6774,12.857645184135976,Low Fat,0.097768728,Household,142.4496,Small,Tier 1,Grocery Store,1985
6775,12.857645184135976,Regular,0.104786172,Snack Foods,172.2764,Medium,Tier 3,Supermarket Type3,1985
6776,18.2,Regular,0.043626605,Baking Goods,241.4196,Medium,Tier 3,Grocery Store,1998
6777,20.2,Regular,0.117839328,Baking Goods,195.211,Medium,Tier 3,Supermarket Type2,2009
6778,12.857645184135976,Low Fat,0.089858447,Household,84.5882,Medium,Tier 3,Supermarket Type3,1985
6779,12.857645184135976,Regular,0.185008985,Fruits and Vegetables,42.3796,Small,Tier 1,Grocery Store,1985
6780,17.75,Regular,0.156701315,Dairy,240.7538,High,Tier 3,Supermarket Type1,1987
6781,8.71,Regular,0.0,Dairy,43.5744,Medium,Tier 2,Supermarket Type1,2007
6782,18.85,Regular,0.139087683,Snack Foods,251.7724,Medium,Tier 2,Supermarket Type1,2007
6783,20.75,Low Fat,0.089243789,Breakfast,192.0478,Small,Tier 2,Supermarket Type1,2004
6784,12.5,Regular,0.073721115,Canned,85.6198,Small,Tier 2,Supermarket Type1,2004
6785,5.325,Regular,0.138679995,Dairy,53.7298,Small,Tier 1,Supermarket Type1,1997
6786,12.857645184135976,Low Fat,0.240268248,Snack Foods,156.463,Small,Tier 1,Grocery Store,1985
6787,16.75,Low Fat,0.0,Fruits and Vegetables,255.3988,Small,Tier 1,Supermarket Type1,1997
6788,16.0,Low Fat,0.040911824,Snack Foods,141.2496,High,Tier 3,Supermarket Type1,1987
6789,13.35,Regular,0.149974858,Snack Foods,179.766,Medium,Tier 3,Supermarket Type2,2009
6790,11.8,Regular,0.026072872,Meat,99.8674,Medium,Tier 2,Supermarket Type1,2007
6791,10.65,Regular,0.085482761,Snack Foods,231.4668,Medium,Tier 3,Supermarket Type2,2009
6792,12.1,Low Fat,0.015521768,Household,165.8526,Medium,Tier 2,Supermarket Type1,2007
6793,9.395,Low Fat,0.099101845,Snack Foods,105.828,Small,Tier 2,Supermarket Type1,2004
6794,19.6,Low Fat,0.025281802,Health and Hygiene,152.0024,Small,Tier 2,Supermarket Type1,2004
6795,14.1,Low Fat,0.125675936,Fruits and Vegetables,86.9198,High,Tier 3,Supermarket Type1,1987
6796,12.857645184135976,Low Fat,0.07204818,Breakfast,177.937,Medium,Tier 3,Supermarket Type3,1985
6797,16.5,Regular,0.068263916,Canned,104.799,Medium,Tier 2,Supermarket Type1,2002
6798,14.3,Regular,0.109144085,Fruits and Vegetables,88.2856,Medium,Tier 3,Grocery Store,1998
6799,7.51,Low Fat,0.017425784,Fruits and Vegetables,227.901,Small,Tier 2,Supermarket Type1,2004
6800,17.25,Low Fat,0.035118834,Dairy,93.412,Medium,Tier 1,Supermarket Type1,1999
6801,5.785,Regular,0.054066567,Fruits and Vegetables,87.0856,Medium,Tier 3,Supermarket Type2,2009
6802,13.65,Regular,0.012823829,Snack Foods,55.5588,Medium,Tier 2,Supermarket Type1,2007
6803,6.26,Regular,0.009883257,Meat,149.8366,Medium,Tier 1,Supermarket Type1,1999
6804,12.857645184135976,Regular,0.041754584,Snack Foods,53.464,Medium,Tier 3,Supermarket Type3,1985
6805,19.7,Low Fat,0.112036236,Snack Foods,174.937,Medium,Tier 3,Grocery Store,1998
6806,19.7,Regular,0.161610636,Canned,255.2014,Medium,Tier 2,Supermarket Type1,2007
6807,13.65,Regular,0.078909166,Dairy,186.724,Medium,Tier 1,Supermarket Type1,1999
6808,20.1,Low Fat,0.077769768,Health and Hygiene,63.0536,Medium,Tier 3,Supermarket Type2,2009
6809,12.6,Regular,0.021951613,Fruits and Vegetables,250.9092,High,Tier 3,Supermarket Type1,1987
6810,20.85,Low Fat,0.097770004,Starchy Foods,222.8746,Medium,Tier 1,Supermarket Type1,1999
6811,12.857645184135976,Low Fat,0.094817105,Hard Drinks,77.9012,Small,Tier 1,Grocery Store,1985
6812,15.6,Low Fat,0.066726133,Others,185.8924,Small,Tier 1,Supermarket Type1,1997
6813,5.98,Low Fat,0.043809261,Fruits and Vegetables,146.8418,Medium,Tier 2,Supermarket Type1,2007
6814,12.857645184135976,Regular,0.0,Seafood,184.3582,Small,Tier 1,Grocery Store,1985
6815,16.35,Low Fat,0.032671446,Meat,165.4842,Medium,Tier 3,Supermarket Type2,2009
6816,14.15,Low Fat,0.095378221,Soft Drinks,170.5106,Small,Tier 1,Supermarket Type1,1997
6817,12.1,Low Fat,0.0,Soft Drinks,145.1444,High,Tier 3,Supermarket Type1,1987
6818,9.895,Low Fat,0.060188932,Household,233.0642,Medium,Tier 2,Supermarket Type1,2002
6819,8.51,Low Fat,0.016135764,Household,195.6478,Medium,Tier 1,Supermarket Type1,1999
6820,17.0,Low Fat,0.126220187,Household,126.7362,Small,Tier 2,Supermarket Type1,2004
6821,12.857645184135976,Regular,0.024286378,Fruits and Vegetables,194.711,Medium,Tier 3,Supermarket Type3,1985
6822,9.0,Low Fat,0.065350715,Snack Foods,175.437,Medium,Tier 1,Supermarket Type1,1999
6823,5.11,Low Fat,0.035071955,Household,163.221,Medium,Tier 2,Supermarket Type1,2007
6824,19.5,Regular,0.030742083,Canned,85.554,Medium,Tier 1,Supermarket Type1,1999
6825,9.195,Low Fat,0.015949001,Baking Goods,84.1592,Medium,Tier 2,Supermarket Type1,2007
6826,16.7,Regular,0.038496166,Snack Foods,147.5102,High,Tier 3,Supermarket Type1,1987
6827,19.0,Low Fat,0.017746826,Health and Hygiene,210.8244,Medium,Tier 1,Supermarket Type1,1999
6828,12.3,Low Fat,0.111274591,Baking Goods,35.0874,Small,Tier 1,Supermarket Type1,1997
6829,12.857645184135976,Low Fat,0.065272284,Frozen Foods,256.1646,Medium,Tier 3,Supermarket Type3,1985
6830,14.15,Low Fat,0.183472595,Soft Drinks,82.0276,Small,Tier 2,Supermarket Type1,2004
